#         t          x          y          z         vx         vy         vz
      0.000    -98.560   -119.990   -127.760    -28.430    173.920     93.230
      0.010    -98.840   -118.245   -126.822    -27.518    175.021     94.409
      0.020    -99.110   -116.490   -125.872    -26.584    176.128     95.605
      0.030    -99.371   -114.723   -124.910    -25.627    177.243     96.817
      0.040    -99.623   -112.945   -123.935    -24.647    178.364     98.046
      0.050    -99.864   -111.155   -122.949    -23.643    179.492     99.292
      0.060   -100.095   -109.355   -121.949    -22.614    180.627    100.556
      0.070   -100.316   -107.543   -120.937    -21.559    181.768    101.838
      0.080   -100.526   -105.719   -119.913    -20.478    182.917    103.139
      0.090   -100.726   -103.884   -118.875    -19.369    184.072    104.459
      0.100   -100.914   -102.038   -117.823    -18.231    185.234    105.798
      0.110   -101.090   -100.180   -116.758    -17.064    186.402    107.157
      0.120   -101.255    -98.310   -115.680    -15.866    187.577    108.537
      0.130   -101.407    -96.428   -114.588    -14.637    188.758    109.938
      0.140   -101.547    -94.535   -113.481    -13.375    189.945    111.361
      0.150   -101.675    -92.629   -112.360    -12.079    191.139    112.806
      0.160   -101.789    -90.712   -111.225    -10.748    192.338    114.273
      0.170   -101.889    -88.782   -110.075     -9.380    193.544    115.764
      0.180   -101.976    -86.841   -108.910     -7.975    194.754    117.278
      0.190   -102.049    -84.887   -107.729     -6.530    195.970    118.817
      0.200   -102.107    -82.922   -106.533     -5.045    197.191    120.382
      0.210   -102.149    -80.943   -105.321     -3.517    198.417    121.972
      0.220   -102.177    -78.953   -104.093     -1.945    199.647    123.588
      0.230   -102.188    -76.951   -102.849     -0.327    200.881    125.232
      0.240   -102.183    -74.936   -101.589      1.338    202.119    126.903
      0.250   -102.161    -72.908   -100.311      3.052    203.359    128.603
      0.260   -102.122    -70.868    -99.016      4.818    204.602    130.333
      0.270   -102.064    -68.816    -97.704      6.638    205.847    132.092
      0.280   -101.989    -66.751    -96.374      8.513    207.093    133.883
      0.290   -101.894    -64.674    -95.027     10.447    208.339    135.704
      0.300   -101.779    -62.585    -93.660     12.441    209.585    137.559
      0.310   -101.645    -60.483    -92.275     14.498    210.830    139.447
      0.320   -101.489    -58.368    -90.871     16.621    212.072    141.368
      0.330   -101.312    -56.241    -89.448     18.812    213.310    143.325
      0.340   -101.113    -54.102    -88.004     21.075    214.544    145.317
      0.350   -100.890    -51.950    -86.541     23.414    215.771    147.346
      0.360   -100.644    -49.786    -85.057     25.830    216.991    149.412
      0.370   -100.373    -47.610    -83.553     28.328    218.201    151.517
      0.380   -100.077    -45.422    -82.027     30.911    219.400    153.660
      0.390    -99.754    -43.223    -80.479     33.584    220.586    155.844
      0.400    -99.405    -41.011    -78.910     36.350    221.756    158.067
      0.410    -99.027    -38.788    -77.318     39.213    222.907    160.333
      0.420    -98.620    -36.553    -75.703     42.179    224.038    162.640
      0.430    -98.183    -34.307    -74.065     45.251    225.144    164.990
      0.440    -97.714    -32.050    -72.403     48.435    226.223    167.383
      0.450    -97.214    -29.783    -70.717     51.737    227.270    169.820
      0.460    -96.679    -27.505    -69.006     55.161    228.281    172.301
      0.470    -96.110    -25.217    -67.271     58.713    229.253    174.826
      0.480    -95.504    -22.920    -65.509     62.399    230.179    177.396
      0.490    -94.861    -20.614    -63.722     66.226    231.054    180.009
      0.500    -94.179    -18.299    -61.909     70.200    231.872    182.667
      0.510    -93.456    -15.977    -60.069     74.328    232.626    185.367
      0.520    -92.692    -13.647    -58.202     78.616    233.309    188.110
      0.530    -91.883    -11.311    -56.307     83.073    233.911    190.894
      0.540    -91.029     -8.969    -54.383     87.704    234.425    193.717
      0.550    -90.128     -6.623    -52.432     92.519    234.839    196.577
      0.560    -89.178     -4.273    -50.452     97.523    235.143    199.471
      0.570    -88.177     -1.921    -48.442    102.726    235.325    202.396
      0.580    -87.122      0.433    -46.404    108.133    235.371    205.347
      0.590    -86.013      2.786    -44.335    113.753    235.266    208.320
      0.600    -84.846      5.137    -42.237    119.593    234.996    211.307
      0.610    -83.620      7.485    -40.109    125.659    234.541    214.302
      0.620    -82.332      9.827    -37.951    131.956    233.884    217.297
      0.630    -80.980     12.162    -35.763    138.490    233.004    220.280
      0.640    -79.561     14.486    -33.546    145.264    231.880    223.241
      0.650    -78.073     16.798    -31.299    152.279    230.488    226.165
      0.660    -76.514     19.094    -29.023    159.536    228.803    229.038
      0.670    -74.881     21.372    -26.718    167.032    226.799    231.842
      0.680    -73.172     23.629    -24.386    174.761    224.450    234.557
      0.690    -71.385     25.859    -22.028    182.715    221.727    237.160
      0.700    -69.517     28.061    -19.644    190.880    218.602    239.628
      0.710    -67.566     30.229    -17.236    199.239    215.048    241.934
      0.720    -65.531     32.360    -14.806    207.768    211.037    244.047
      0.730    -63.410     34.448    -12.356    216.438    206.545    245.937
      0.740    -61.202     36.488     -9.889    225.215    201.549    247.572
      0.750    -58.906     38.476     -7.406    234.056    196.031    248.916
      0.760    -56.521     40.406     -4.912    242.914    189.977    249.937
      0.770    -54.048     42.273     -2.409    251.733    183.383    250.598
      0.780    -51.487     44.071      0.098    260.454    176.248    250.852
      0.790    -48.839     45.795      2.605    269.002    168.590    250.552
      0.800    -46.108     47.440      5.107    277.306    160.437    249.791
      0.810    -43.295     49.002      7.599    285.293    151.821    248.567
      0.820    -40.404     50.475     10.076    292.896    142.784    246.870
      0.830    -37.439     51.855     12.534    300.050    133.380    244.700
      0.840    -34.405     53.141     14.967    306.696    123.667    242.064
      0.850    -31.308     54.328     17.373    312.783    113.713    238.976
      0.860    -28.153     55.414     19.745    318.269    103.588    235.461
      0.870    -24.946     56.399     22.080    323.123     93.366    231.549
      0.880    -21.694     57.281     24.374    327.327     83.120    227.275
      0.890    -18.403     58.062     26.624    330.872     72.921    222.680
      0.900    -15.079     58.740     28.826    333.764     62.834    217.810
      0.910    -11.730     59.319     30.979    336.015     52.920    212.709
      0.920     -8.362     59.800     33.079    337.649     43.232    207.423
      0.930     -4.980     60.185     35.127    338.696     33.814    201.997
      0.940     -1.591     60.478     37.119    339.193     24.703    196.473
      0.950      1.801     60.681     39.056    339.177     15.928    190.890
      0.960      5.190     60.798     40.937    338.693      7.509    185.284
      0.970      8.573     60.833     42.761    337.782     -0.539    179.687
      0.980     11.944     60.789     44.531    336.488     -8.209    174.127
      0.990     15.301     60.671     46.244    334.853    -15.499    168.626
      1.000     18.640     60.481     47.903    332.917    -22.411    163.205
      1.010     21.958     60.224     49.509    330.717    -28.952    157.880
      1.020     25.253     59.904     51.062    328.289    -35.129    152.664
      1.030     28.522     59.523     52.563    325.665    -40.956    147.567
      1.040     31.765     59.086     54.014    322.876    -46.444    142.596
      1.050     34.979     58.596     55.415    319.947    -51.608    137.758
      1.060     38.164     58.056     56.769    316.903    -56.463    133.055
      1.070     41.317     57.468     58.077    313.766    -61.023    128.489
      1.080     44.439     56.837     59.340    310.554    -65.303    124.061
      1.090     47.528     56.164     60.559    307.285    -69.320    119.770
      1.100     50.584     55.452     61.736    303.974    -73.088    115.614
      1.110     53.607     54.703     62.872    300.632    -76.620    111.592
      1.120     56.597     53.920     63.968    297.273    -79.932    107.701
      1.130     59.552     53.105     65.027    293.905    -83.035    103.938
      1.140     62.475     52.261     66.048    290.537    -85.943    100.298
      1.150     65.363     51.387     67.033    287.177    -88.667     96.779
      1.160     68.218     50.488     67.984    283.830    -91.219     93.377
      1.170     71.040     49.564     68.901    280.503    -93.610     90.088
      1.180     73.828     48.617     69.786    277.199    -95.849     86.907
      1.190     76.584     47.648     70.640    273.922    -97.946     83.831
      1.200     79.307     46.658     71.463    270.677    -99.910     80.856
      1.210     81.998     45.650     72.258    267.464   -101.748     77.978
      1.220     84.656     44.624     73.023    264.287   -103.469     75.194
      1.230     87.284     43.581     73.762    261.147   -105.080     72.499
      1.240     89.880     42.523     74.474    258.045   -106.588     69.890
      1.250     92.445     41.450     75.160    254.983   -107.998     67.364
      1.260     94.979     40.363     75.821    251.961   -109.317     64.918
      1.270     97.484     39.264     76.459    248.980   -110.550     62.548
      1.280     99.959     38.153     77.073    246.041   -111.703     60.251
      1.290    102.405     37.030     77.664    243.143   -112.780     58.024
      1.300    104.822     35.898     78.234    240.286   -113.785     55.864
      1.310    107.211     34.755     78.782    237.470   -114.723     53.770
      1.320    109.572     33.603     79.309    234.696   -115.598     51.737
      1.330    111.905     32.443     79.817    231.963   -116.413     49.764
      1.340    114.211     31.275     80.305    229.270   -117.172     47.848
      1.350    116.491     30.100     80.774    226.617   -117.878     45.987
      1.360    118.744     28.918     81.225    224.004   -118.533     44.179
      1.370    120.971     27.730     81.658    221.429   -119.142     42.422
      1.380    123.173     26.535     82.074    218.893   -119.705     40.714
      1.390    125.349     25.336     82.472    216.395   -120.227     39.052
      1.400    127.501     24.131     82.855    213.934   -120.708     37.436
      1.410    129.628     22.922     83.221    211.509   -121.152     35.863
      1.420    131.731     21.708     83.572    209.120   -121.560     34.332
      1.430    133.811     20.491     83.908    206.767   -121.934     32.841
      1.440    135.867     19.270     84.229    204.448   -122.276     31.389
      1.450    137.900     18.045     84.536    202.163   -122.587     29.974
      1.460    139.910     16.818     84.829    199.911   -122.870     28.595
      1.470    141.898     15.588     85.108    197.691   -123.125     27.251
      1.480    143.864     14.356     85.374    195.503   -123.354     25.941
      1.490    145.808     13.121     85.627    193.347   -123.559     24.662
      1.500    147.731     11.885     85.868    191.221   -123.740     23.415
      1.510    149.633     10.647     86.096    189.125   -123.899     22.198
      1.520    151.514      9.407     86.312    187.058   -124.036     21.009
      1.530    153.374      8.166     86.516    185.019   -124.154     19.849
      1.540    155.214      6.924     86.709    183.009   -124.252     18.716
      1.550    157.035      5.681     86.890    181.026   -124.332     17.609
      1.560    158.835      4.437     87.061    179.070   -124.395     16.527
      1.570    160.616      3.193     87.221    177.140   -124.441     15.470
      1.580    162.378      1.949     87.371    175.236   -124.471     14.436
      1.590    164.121      0.704     87.510    173.357   -124.487     13.426
      1.600    165.845     -0.541     87.639    171.502   -124.488     12.437
      1.610    167.551     -1.786     87.759    169.671   -124.475     11.470
      1.620    169.239     -3.031     87.869    167.864   -124.449     10.524
      1.630    170.908     -4.275     87.969    166.080   -124.411      9.598
      1.640    172.560     -5.519     88.061    164.319   -124.360      8.692
      1.650    174.195     -6.762     88.143    162.579   -124.299      7.804
      1.660    175.812     -8.005     88.217    160.861   -124.226      6.935
      1.670    177.412     -9.246     88.282    159.164   -124.143      6.084
      1.680    178.996    -10.487     88.339    157.488   -124.051      5.250
      1.690    180.562    -11.727     88.387    155.832   -123.948      4.433
      1.700    182.112    -12.966     88.428    154.195   -123.837      3.632
      1.710    183.646    -14.204     88.460    152.579   -123.717      2.847
      1.720    185.164    -15.441     88.485    150.981   -123.588      2.077
      1.730    186.666    -16.676     88.502    149.401   -123.452      1.322
      1.740    188.152    -17.910     88.511    147.840   -123.308      0.582
      1.750    189.623    -19.142     88.513    146.297   -123.157     -0.144
      1.760    191.078    -20.373     88.508    144.771   -122.998     -0.856
      1.770    192.518    -21.602     88.496    143.262   -122.833     -1.555
      1.780    193.943    -22.829     88.477    141.770   -122.661     -2.241
      1.790    195.354    -24.055     88.451    140.294   -122.484     -2.915
      1.800    196.749    -25.279     88.419    138.834   -122.300     -3.576
      1.810    198.130    -26.501     88.380    137.390   -122.111     -4.225
      1.820    199.497    -27.721     88.335    135.962   -121.916     -4.862
      1.830    200.850    -28.939     88.283    134.548   -121.716     -5.488
      1.840    202.188    -30.155     88.225    133.150   -121.511     -6.103
      1.850    203.513    -31.370     88.161    131.766   -121.301     -6.707
      1.860    204.824    -32.581     88.091    130.396   -121.086     -7.300
      1.870    206.121    -33.791     88.015    129.040   -120.867     -7.884
      1.880    207.404    -34.999     87.933    127.698   -120.644     -8.457
      1.890    208.675    -36.204     87.846    126.369   -120.417     -9.021
      1.900    209.932    -37.407     87.753    125.054   -120.185     -9.575
      1.910    211.176    -38.608     87.654    123.751   -119.950    -10.119
      1.920    212.407    -39.806     87.550    122.462   -119.712    -10.655
      1.930    213.625    -41.002     87.441    121.184   -119.469    -11.182
      1.940    214.831    -42.195     87.327    119.919   -119.224    -11.700
      1.950    216.024    -43.386     87.207    118.666   -118.975    -12.209
      1.960    217.204    -44.575     87.083    117.425   -118.723    -12.711
      1.970    218.372    -45.761     86.953    116.195   -118.468    -13.204
      1.980    219.528    -46.944     86.819    114.976   -118.210    -13.689
      1.990    220.672    -48.125     86.679    113.769   -117.949    -14.167
      2.000    221.804    -49.303     86.535    112.573   -117.686    -14.637
      2.010    222.923    -50.479     86.387    111.387   -117.419    -15.100
      2.020    224.031    -51.652     86.233    110.212   -117.151    -15.556
      2.030    225.128    -52.822     86.076    109.047   -116.880    -16.004
      2.040    226.212    -53.989     85.913    107.893   -116.607    -16.446
      2.050    227.286    -55.154     85.747    106.748   -116.331    -16.881
      2.060    228.347    -56.316     85.576    105.613   -116.054    -17.309
      2.070    229.398    -57.475     85.401    104.488   -115.774    -17.731
      2.080    230.437    -58.631     85.221    103.373   -115.492    -18.147
      2.090    231.465    -59.785     85.038    102.267   -115.209    -18.556
      2.100    232.483    -60.935     84.850    101.170   -114.923    -18.960
      2.110    233.489    -62.083     84.658    100.082   -114.636    -19.357
      2.120    234.484    -63.228     84.463     99.002   -114.347    -19.748
      2.130    235.469    -64.370     84.264     97.932   -114.057    -20.134
      2.140    236.443    -65.509     84.060     96.870   -113.764    -20.515
      2.150    237.406    -66.645     83.853     95.817   -113.471    -20.889
      2.160    238.359    -67.779     83.643     94.771   -113.175    -21.259
      2.170    239.302    -68.909     83.428     93.734   -112.878    -21.623
      2.180    240.234    -70.036     83.210     92.706   -112.580    -21.982
      2.190    241.156    -71.161     82.989     91.684   -112.281    -22.336
      2.200    242.068    -72.282     82.763     90.671   -111.980    -22.685
      2.210    242.969    -73.400     82.535     89.665   -111.678    -23.029
      2.220    243.861    -74.515     82.303     88.667   -111.375    -23.369
      2.230    244.743    -75.628     82.067     87.676   -111.070    -23.703
      2.240    245.615    -76.737     81.829     86.693   -110.765    -24.033
      2.250    246.477    -77.843     81.587     85.717   -110.458    -24.359
      2.260    247.329    -78.946     81.342     84.747   -110.150    -24.680
      2.270    248.172    -80.046     81.093     83.785   -109.841    -24.997
      2.280    249.005    -81.143     80.842     82.830   -109.532    -25.309
      2.290    249.828    -82.237     80.587     81.881   -109.221    -25.618
      2.300    250.642    -83.327     80.329     80.939   -108.909    -25.922
      2.310    251.447    -84.415     80.069     80.003   -108.597    -26.222
      2.320    252.242    -85.499     79.805     79.074   -108.283    -26.518
      2.330    253.029    -86.580     79.538     78.151   -107.969    -26.810
      2.340    253.806    -87.659     79.269     77.234   -107.654    -27.099
      2.350    254.573    -88.733     78.996     76.324   -107.338    -27.383
      2.360    255.332    -89.805     78.721     75.419   -107.021    -27.664
      2.370    256.082    -90.874     78.443     74.521   -106.704    -27.942
      2.380    256.822    -91.939     78.162     73.628   -106.386    -28.215
      2.390    257.554    -93.002     77.879     72.741   -106.067    -28.486
      2.400    258.277    -94.061     77.593     71.860   -105.747    -28.752
      2.410    258.992    -95.117     77.304     70.985   -105.427    -29.016
      2.420    259.697    -96.169     77.012     70.115   -105.106    -29.276
      2.430    260.394    -97.219     76.718     69.250   -104.785    -29.532
      2.440    261.082    -98.265     76.422     68.391   -104.463    -29.786
      2.450    261.762    -99.308     76.123     67.537   -104.140    -30.036
      2.460    262.433   -100.348     75.821     66.689   -103.817    -30.283
      2.470    263.096   -101.384     75.517     65.845   -103.493    -30.527
      2.480    263.750   -102.418     75.211     65.007   -103.169    -30.768
      2.490    264.396   -103.448     74.902     64.173   -102.844    -31.006
      2.500    265.033   -104.474     74.590     63.345   -102.518    -31.241
      2.510    265.663   -105.498     74.277     62.521   -102.192    -31.473
      2.520    266.284   -106.518     73.961     61.702   -101.866    -31.702
      2.530    266.897   -107.535     73.643     60.888   -101.539    -31.928
      2.540    267.501   -108.549     73.322     60.079   -101.212    -32.152
      2.550    268.098   -109.560     73.000     59.274   -100.884    -32.373
      2.560    268.687   -110.567     72.675     58.474   -100.556    -32.591
      2.570    269.268   -111.571     72.348     57.678   -100.227    -32.807
      2.580    269.841   -112.571     72.019     56.886    -99.898    -33.020
      2.590    270.406   -113.569     71.688     56.099    -99.569    -33.230
      2.600    270.963   -114.563     71.354     55.317    -99.239    -33.438
      2.610    271.512   -115.553     71.019     54.538    -98.909    -33.643
      2.620    272.053   -116.541     70.681     53.764    -98.578    -33.846
      2.630    272.587   -117.525     70.342     52.994    -98.247    -34.046
      2.640    273.113   -118.506     70.000     52.227    -97.916    -34.244
      2.650    273.632   -119.483     69.657     51.465    -97.584    -34.440
      2.660    274.143   -120.457     69.312     50.707    -97.252    -34.633
      2.670    274.646   -121.428     68.964     49.953    -96.920    -34.824
      2.680    275.142   -122.396     68.615     49.203    -96.587    -35.013
      2.690    275.630   -123.360     68.264     48.456    -96.254    -35.199
      2.700    276.111   -124.321     67.911     47.713    -95.920    -35.383
      2.710    276.584   -125.278     67.557     46.974    -95.586    -35.565
      2.720    277.050   -126.233     67.200     46.239    -95.252    -35.745
      2.730    277.509   -127.183     66.842     45.507    -94.918    -35.923
      2.740    277.960   -128.131     66.482     44.779    -94.583    -36.099
      2.750    278.405   -129.075     66.120     44.054    -94.248    -36.272
      2.760    278.842   -130.016     65.756     43.333    -93.913    -36.444
      2.770    279.271   -130.953     65.391     42.615    -93.577    -36.613
      2.780    279.694   -131.888     65.024     41.900    -93.241    -36.781
      2.790    280.109   -132.818     64.655     41.189    -92.905    -36.946
      2.800    280.518   -133.746     64.285     40.482    -92.569    -37.110
      2.810    280.919   -134.670     63.913     39.777    -92.232    -37.272
      2.820    281.313   -135.590     63.539     39.076    -91.895    -37.432
      2.830    281.700   -136.508     63.164     38.378    -91.557    -37.589
      2.840    282.081   -137.421     62.788     37.683    -91.220    -37.745
      2.850    282.454   -138.332     62.409     36.991    -90.882    -37.900
      2.860    282.821   -139.239     62.030     36.302    -90.544    -38.052
      2.870    283.180   -140.143     61.648     35.617    -90.205    -38.203
      2.880    283.533   -141.043     61.266     34.934    -89.866    -38.352
      2.890    283.879   -141.940     60.881     34.254    -89.527    -38.499
      2.900    284.218   -142.834     60.496     33.577    -89.188    -38.644
      2.910    284.550   -143.724     60.109     32.903    -88.848    -38.788
      2.920    284.876   -144.611     59.720     32.232    -88.509    -38.930
      2.930    285.195   -145.494     59.330     31.564    -88.168    -39.070
      2.940    285.507   -146.374     58.939     30.898    -87.828    -39.209
      2.950    285.813   -147.251     58.546     30.235    -87.487    -39.346
      2.960    286.112   -148.124     58.152     29.575    -87.147    -39.481
      2.970    286.405   -148.994     57.756     28.918    -86.805    -39.615
      2.980    286.691   -149.860     57.359     28.263    -86.464    -39.748
      2.990    286.970   -150.723     56.961     27.611    -86.122    -39.878
      3.000    287.243   -151.582     56.562     26.961    -85.780    -40.008
      3.010    287.509   -152.438     56.161     26.314    -85.438    -40.135
      3.020    287.769   -153.291     55.759     25.670    -85.095    -40.261
      3.030    288.023   -154.140     55.356     25.028    -84.753    -40.386
      3.040    288.270   -154.986     54.951     24.388    -84.410    -40.509
      3.050    288.510   -155.828     54.546     23.751    -84.066    -40.631
      3.060    288.745   -156.667     54.139     23.117    -83.723    -40.751
      3.070    288.973   -157.503     53.731     22.484    -83.379    -40.870
      3.080    289.194   -158.335     53.321     21.854    -83.035    -40.987
      3.090    289.410   -159.164     52.911     21.227    -82.690    -41.103
      3.100    289.619   -159.989     52.499     20.601    -82.346    -41.218
      3.110    289.822   -160.811     52.087     19.978    -82.001    -41.331
      3.120    290.018   -161.629     51.673     19.357    -81.655    -41.443
      3.130    290.209   -162.444     51.258     18.739    -81.310    -41.553
      3.140    290.393   -163.255     50.842     18.122    -80.964    -41.662
      3.150    290.571   -164.063     50.425     17.508    -80.618    -41.770
      3.160    290.743   -164.867     50.006     16.896    -80.272    -41.876
      3.170    290.909   -165.668     49.587     16.286    -79.925    -41.982
      3.180    291.069   -166.466     49.167     15.678    -79.578    -42.085
      3.190    291.223   -167.260     48.745     15.072    -79.231    -42.188
      3.200    291.371   -168.050     48.323     14.468    -78.883    -42.289
      3.210    291.512   -168.838     47.900     13.866    -78.535    -42.389
      3.220    291.648   -169.621     47.475     13.266    -78.187    -42.488
      3.230    291.778   -170.401     47.050     12.668    -77.839    -42.586
      3.240    291.901   -171.178     46.623     12.072    -77.490    -42.682
      3.250    292.019   -171.951     46.196     11.478    -77.141    -42.777
      3.260    292.131   -172.721     45.768     10.886    -76.791    -42.871
      3.270    292.237   -173.487     45.339     10.296    -76.442    -42.964
      3.280    292.337   -174.250     44.909      9.707    -76.092    -43.055
      3.290    292.431   -175.009     44.478      9.121    -75.741    -43.146
      3.300    292.519   -175.764     44.046      8.536    -75.391    -43.235
      3.310    292.602   -176.517     43.613      7.953    -75.040    -43.323
      3.320    292.678   -177.265     43.179      7.372    -74.688    -43.410
      3.330    292.749   -178.010     42.745      6.792    -74.337    -43.495
      3.340    292.814   -178.752     42.309      6.214    -73.984    -43.580
      3.350    292.873   -179.490     41.873      5.638    -73.632    -43.663
      3.360    292.927   -180.225     41.436      5.064    -73.279    -43.746
      3.370    292.975   -180.956     40.998      4.491    -72.926    -43.827
      3.380    293.017   -181.683     40.560      3.920    -72.573    -43.907
      3.390    293.053   -182.407     40.120      3.351    -72.219    -43.986
      3.400    293.084   -183.127     39.680      2.783    -71.865    -44.064
      3.410    293.109   -183.844     39.239      2.217    -71.511    -44.141
      3.420    293.128   -184.558     38.797      1.652    -71.156    -44.217
      3.430    293.142   -185.267     38.355      1.089    -70.801    -44.291
      3.440    293.150   -185.974     37.911      0.528    -70.445    -44.365
      3.450    293.152   -186.676     37.467     -0.032    -70.089    -44.438
      3.460    293.149   -187.375     37.022     -0.591    -69.733    -44.509
      3.470    293.141   -188.071     36.577     -1.148    -69.376    -44.580
      3.480    293.126   -188.763     36.131     -1.704    -69.019    -44.649
      3.490    293.107   -189.451     35.684     -2.258    -68.662    -44.718
      3.500    293.081   -190.136     35.237     -2.810    -68.304    -44.785
      3.510    293.050   -190.817     34.788     -3.362    -67.945    -44.852
      3.520    293.014   -191.495     34.340     -3.912    -67.587    -44.917
      3.530    292.972   -192.169     33.890     -4.460    -67.227    -44.982
      3.540    292.925   -192.840     33.440     -5.007    -66.868    -45.045
      3.550    292.872   -193.507     32.989     -5.553    -66.508    -45.108
      3.560    292.814   -194.170     32.538     -6.097    -66.148    -45.169
      3.570    292.750   -194.830     32.086     -6.641    -65.787    -45.230
      3.580    292.681   -195.486     31.633     -7.182    -65.426    -45.289
      3.590    292.606   -196.138     31.180     -7.723    -65.064    -45.348
      3.600    292.526   -196.787     30.726     -8.262    -64.702    -45.406
      3.610    292.441   -197.432     30.272     -8.800    -64.339    -45.462
      3.620    292.350   -198.074     29.817     -9.337    -63.976    -45.518
      3.630    292.254   -198.712     29.361     -9.873    -63.613    -45.573
      3.640    292.153   -199.346     28.905    -10.407    -63.249    -45.627
      3.650    292.046   -199.977     28.449    -10.940    -62.884    -45.680
      3.660    291.934   -200.604     27.992    -11.472    -62.519    -45.732
      3.670    291.817   -201.227     27.534    -12.003    -62.154    -45.783
      3.680    291.694   -201.847     27.076    -12.533    -61.788    -45.833
      3.690    291.566   -202.463     26.618    -13.061    -61.422    -45.882
      3.700    291.433   -203.075     26.159    -13.589    -61.055    -45.931
      3.710    291.294   -203.684     25.699    -14.115    -60.687    -45.978
      3.720    291.151   -204.289     25.239    -14.640    -60.319    -46.025
      3.730    291.002   -204.890     24.779    -15.164    -59.951    -46.070
      3.740    290.847   -205.488     24.318    -15.687    -59.582    -46.115
      3.750    290.688   -206.082     23.856    -16.209    -59.213    -46.159
      3.760    290.523   -206.672     23.394    -16.730    -58.843    -46.202
      3.770    290.353   -207.259     22.932    -17.250    -58.472    -46.244
      3.780    290.178   -207.842     22.470    -17.769    -58.101    -46.285
      3.790    289.998   -208.421     22.007    -18.287    -57.730    -46.325
      3.800    289.812   -208.996     21.543    -18.804    -57.357    -46.365
      3.810    289.622   -209.568     21.079    -19.320    -56.985    -46.403
      3.820    289.426   -210.136     20.615    -19.835    -56.611    -46.441
      3.830    289.225   -210.700     20.150    -20.349    -56.238    -46.478
      3.840    289.019   -211.261     19.686    -20.862    -55.863    -46.514
      3.850    288.808   -211.817     19.220    -21.374    -55.488    -46.549
      3.860    288.592   -212.370     18.755    -21.886    -55.113    -46.583
      3.870    288.370   -212.920     18.289    -22.396    -54.736    -46.616
      3.880    288.144   -213.465     17.822    -22.905    -54.360    -46.649
      3.890    287.912   -214.007     17.356    -23.414    -53.982    -46.680
      3.900    287.675   -214.545     16.889    -23.922    -53.604    -46.711
      3.910    287.434   -215.079     16.421    -24.429    -53.225    -46.741
      3.920    287.187   -215.609     15.954    -24.935    -52.846    -46.770
      3.930    286.935   -216.136     15.486    -25.440    -52.466    -46.798
      3.940    286.678   -216.658     15.018    -25.944    -52.086    -46.826
      3.950    286.416   -217.177     14.549    -26.448    -51.704    -46.852
      3.960    286.149   -217.693     14.081    -26.951    -51.323    -46.878
      3.970    285.877   -218.204     13.612    -27.453    -50.940    -46.903
      3.980    285.600   -218.711     13.143    -27.954    -50.557    -46.927
      3.990    285.318   -219.215     12.673    -28.454    -50.173    -46.950
      4.000    285.031   -219.715     12.204    -28.954    -49.788    -46.973
      4.010    284.739   -220.211     11.734    -29.453    -49.403    -46.994
      4.020    284.442   -220.703     11.264    -29.951    -49.017    -47.015
      4.030    284.140   -221.191     10.794    -30.449    -48.630    -47.035
      4.040    283.833   -221.676     10.323    -30.946    -48.243    -47.054
      4.050    283.521   -222.156      9.853    -31.442    -47.855    -47.072
      4.060    283.204   -222.633      9.382    -31.937    -47.466    -47.089
      4.070    282.882   -223.105      8.911    -32.432    -47.077    -47.106
      4.080    282.555   -223.574      8.440    -32.926    -46.686    -47.122
      4.090    282.224   -224.039      7.968    -33.420    -46.295    -47.137
      4.100    281.887   -224.500      7.497    -33.912    -45.903    -47.151
      4.110    281.545   -224.957      7.025    -34.404    -45.511    -47.164
      4.120    281.199   -225.410      6.554    -34.896    -45.117    -47.176
      4.130    280.848   -225.859      6.082    -35.387    -44.723    -47.188
      4.140    280.491   -226.305      5.610    -35.877    -44.328    -47.199
      4.150    280.130   -226.746      5.138    -36.367    -43.932    -47.209
      4.160    279.764   -227.183      4.666    -36.856    -43.536    -47.218
      4.170    279.393   -227.617      4.193    -37.345    -43.138    -47.226
      4.180    279.017   -228.046      3.721    -37.833    -42.740    -47.234
      4.190    278.636   -228.472      3.249    -38.320    -42.341    -47.240
      4.200    278.251   -228.893      2.776    -38.807    -41.941    -47.246
      4.210    277.860   -229.310      2.304    -39.294    -41.541    -47.251
      4.220    277.465   -229.724      1.831    -39.779    -41.139    -47.255
      4.230    277.064   -230.133      1.359    -40.265    -40.736    -47.258
      4.240    276.659   -230.538      0.886    -40.750    -40.333    -47.261
      4.250    276.250   -230.940      0.414    -41.234    -39.929    -47.262
      4.260    275.835   -231.337     -0.059    -41.718    -39.524    -47.263
      4.270    275.415   -231.730     -0.532    -42.201    -39.118    -47.262
      4.280    274.991   -232.119     -1.004    -42.684    -38.711    -47.260
      4.290    274.561   -232.504     -1.477    -43.167    -38.303    -47.258
      4.300    274.127   -232.885     -1.949    -43.649    -37.894    -47.254
      4.310    273.689   -233.262     -2.422    -44.130    -37.484    -47.250
      4.320    273.245   -233.635     -2.894    -44.611    -37.073    -47.245
      4.330    272.796   -234.004     -3.367    -45.092    -36.662    -47.238
      4.340    272.343   -234.368     -3.839    -45.572    -36.249    -47.232
      4.350    271.885   -234.729     -4.311    -46.052    -35.835    -47.224
      4.360    271.422   -235.085     -4.784    -46.532    -35.421    -47.215
      4.370    270.954   -235.437     -5.256    -47.011    -35.005    -47.206
      4.380    270.482   -235.785     -5.728    -47.489    -34.589    -47.196
